ID_TRC,Rue,De,A,Longueur,Arrondissement,DateReleve,Indice PCI,Etat PCI,Indice IRI,Etat IRI
1320050,de Chester avenue,avenue Montclair ,avenue King-Edward ,93,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,43,Moyen,4.86,Moyen
1320051,de Chester avenue,avenue King-Edward ,avenue Rosedale ,89,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,37,Mauvais,6.7,Mauvais
1320052,de Chester avenue,avenue Rosedale ,avenue Mariette ,86,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,38,Mauvais,6.31,Mauvais
1320053,de Chester avenue,avenue Mariette ,avenue de Mayfair ,87,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,20,Très mauvais,8.14,Très mauvais
1320054,de Chester avenue,avenue de Mayfair ,avenue Coronation ,82,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,36,Mauvais,7.29,Mauvais
1320055,de Chester avenue,avenue Coronation ,avenue Belmore ,73,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,36,Mauvais,6.35,Mauvais
1320056,de Chester avenue,avenue Belmore ,avenue Saint-Ignatius ,73,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,49,Moyen,7.92,Mauvais
1320057,de Chester avenue,avenue Saint-Ignatius ,avenue MacMahon ,67,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,28,Mauvais,6.77,Mauvais
1320058,de Chester avenue,avenue MacMahon ,avenue Doherty ,67,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,82,Excellent,4.89,Moyen
1320059,de Chester avenue,avenue Doherty ,avenue O'Bryan ,66,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,36,Mauvais,8.48,Très mauvais
1320060,de Chester avenue,avenue O'Bryan ,rue West Broadway ,74,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,49,Moyen,5.55,Moyen
1320061,de Chester avenue,rue West Broadway ,avenue Westmore ,82,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,43,Mauvais,5.67,Mauvais
1320062,de Chester avenue,avenue Westmore ,avenue Patricia ,79,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,66,Moyen,3.38,Bon
1320063,de Chester avenue,avenue Patricia ,avenue Trenholme ,81,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,45,Moyen,4.37,Moyen
1320064,de Chester avenue,avenue Trenholme ,avenue Connaught ,85,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,43,Moyen,3.73,Bon
1320065,de Chester avenue,avenue Connaught ,avenue Northview ,45,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,32,Mauvais,5.35,Moyen
1320069,Coffee rue,rue West Broadway ,avenue Elmhurst ,193,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,26,Très mauvais,6.59,Mauvais
1320071,Connaught avenue,rue Sherbrooke Ouest ,rue Portland ,323,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,52,Moyen,4.05,Moyen
1320072,Connaught avenue,rue Portland ,rue Townsend ,246,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,14,Très mauvais,7.96,Mauvais
1320073,Connaught avenue,rue Townsend ,avenue Fielding ,223,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,77,Bon,6.32,Mauvais
1320074,Connaught avenue,avenue Fielding ,avenue de Chester ,326,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,79,Bon,4.84,Moyen
1320076,Connaught avenue,avenue de Chester ,avenue Patricia ,217,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,29,Mauvais,6.17,Mauvais
1320078,Connaught avenue,avenue Patricia ,avenue Westmore ,91,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,24,Très mauvais,5.36,Moyen
1320079,Connaught avenue,avenue Westmore ,rue West Broadway ,90,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,67,Moyen,4.02,Moyen
1320080,Connaught avenue,rue West Broadway ,chemin de la Côte-Saint-Luc ,91,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,56,Moyen,4.82,Moyen
1320081,Coronation avenue,avenue de Monkland ,rue de Terrebonne ,270,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,93,Excellent,4.32,Moyen
1320083,Coronation avenue,rue de Terrebonne ,avenue Somerled ,259,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,47,Moyen,4.01,Moyen
1320084,Coronation avenue,avenue Somerled ,avenue Fielding ,314,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,47,Moyen,4.19,Moyen
1320085,Coronation avenue,avenue Fielding ,avenue de Chester ,315,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,26,Mauvais,5.57,Moyen
1320086,Coronation avenue,avenue de Chester ,chemin de la Côte-Saint-Luc ,281,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,29,Mauvais,5.45,Moyen
1320091,de la Côte-Saint-Luc chemin,avenue Robinson ,avenue Cumberland ,25,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,39,Très mauvais,7.77,Très mauvais
1320092,de la Côte-Saint-Luc chemin,avenue Cumberland ,avenue Prince-of-Wales ,74,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,41,Mauvais,6.91,Très mauvais
1320095,de la Côte-Saint-Luc chemin,avenue Montgomery ,avenue Montclair ,49,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,53,Mauvais,6.48,Très mauvais
1320097,de la Côte-Saint-Luc chemin,avenue Montclair ,avenue King-Edward ,94,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,45,Mauvais,4.72,Mauvais
1320099,de la Côte-Saint-Luc chemin,avenue King-Edward ,avenue Rosedale ,57,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,57,Mauvais,3.3,Moyen
1320100,de la Côte-Saint-Luc chemin,avenue Rosedale ,avenue Silverson ,78,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,58,Mauvais,2.87,Moyen
1320102,de la Côte-Saint-Luc chemin,avenue Rosedale ,avenue Silverson ,107,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,68,Moyen,2.28,Bon
1320104,de la Côte-Saint-Luc chemin,avenue Coronation ,avenue Belmore ,73,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,63,Moyen,3.7,Moyen
1320105,de la Côte-Saint-Luc chemin,avenue Belmore ,chemin de la Côte-Saint-Luc ,27,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,29,Très mauvais,11.7,Très mauvais
1320106,de la Côte-Saint-Luc chemin,avenue Saint-Ignatius ,avenue MacMahon ,71,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,49,Mauvais,7.12,Très mauvais
1320107,de la Côte-Saint-Luc chemin,avenue MacMahon ,avenue Doherty ,67,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,55,Mauvais,2.36,Bon
1320108,de la Côte-Saint-Luc chemin,avenue Doherty ,avenue Connaught ,62,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,52,Mauvais,4.03,Moyen
1320129,Cumberland avenue,rue de Terrebonne ,avenue Somerled ,265,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,62,Bon,4.81,Moyen
1320130,Cumberland avenue,avenue Somerled ,avenue Fielding ,327,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,76,Bon,4.27,Moyen
1320131,Cumberland avenue,avenue Fielding ,avenue de Chester ,324,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,62,Bon,4.76,Moyen
1320132,Cumberland avenue,avenue de Chester ,chemin de la Côte-Saint-Luc ,220,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,19,Très mauvais,8.87,Très mauvais
1320133,Doherty avenue,avenue Doherty ,avenue Somerled ,132,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,22,Mauvais,7.72,Mauvais
1320134,Doherty avenue,avenue Somerled ,avenue Fielding ,311,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,25,Mauvais,6.53,Mauvais
1320135,Doherty avenue,avenue Fielding ,avenue de Chester ,311,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,43,Moyen,5.5,Moyen
1320136,Doherty avenue,avenue de Chester ,chemin de la Côte-Saint-Luc ,271,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,34,Mauvais,6.5,Mauvais
1320137,Duncan rue,boulevard Cavendish ,avenue Prince-of-Wales ,129,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-21,18,Très mauvais,8.27,Très mauvais
1320139,Elmhurst avenue,avenue Trenholme ,avenue Harley ,93,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,63,Moyen,3.72,Moyen
1320140,Elmhurst avenue,avenue Harley ,avenue Harley ,20,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,19,Très mauvais,9.03,Très mauvais
1320142,Elmhurst avenue,avenue Harley ,rue Coffee ,23,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,40,Mauvais,6.77,Mauvais
1320143,Elmhurst avenue,avenue Elmhurst ,rue Coffee ,35,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,27,Très mauvais,10.51,Très mauvais
1320144,Elmhurst avenue,rue Coffee ,rue Sherbrooke Ouest ,78,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,56,Moyen,4.16,Moyen
1320149,Fielding avenue,boulevard Cavendish ,avenue Cumberland ,72,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-18,27,Très mauvais,5.98,Mauvais
1320150,Fielding avenue,avenue Cumberland ,avenue Prince-of-Wales ,72,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-18,29,Très mauvais,6.26,Mauvais
1320151,Fielding avenue,avenue Prince-of-Wales ,avenue Walkley ,83,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-18,24,Très mauvais,6.68,Mauvais
1320152,Fielding avenue,avenue Walkley ,avenue Montclair ,88,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-18,49,Mauvais,3.71,Moyen
1320153,Fielding avenue,avenue Montclair ,avenue King-Edward ,93,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-18,55,Moyen,2.8,Bon
1320154,Fielding avenue,avenue King-Edward ,avenue Rosedale ,87,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-18,63,Moyen,3.37,Bon
1320155,Fielding avenue,avenue Rosedale ,avenue Mariette ,85,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-18,67,Moyen,2.38,Bon
1320156,Fielding avenue,avenue Mariette ,avenue de Mayfair ,87,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-18,59,Moyen,2.91,Bon
1320157,Fielding avenue,avenue Fielding ,avenue Coronation ,32,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,66,Moyen,4.71,Moyen
1320158,Fielding avenue,avenue Patricia ,avenue Trenholme ,80,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,46,Moyen,5.4,Moyen
1320159,Fielding avenue,avenue Trenholme ,avenue Connaught ,87,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,31,Mauvais,4.56,Moyen
1320161,Fielding avenue,avenue Coronation ,avenue Belmore ,73,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,17,Très mauvais,6.65,Mauvais
1320162,Fielding avenue,avenue Belmore ,avenue Saint-Ignatius ,72,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,11,Très mauvais,9.86,Très mauvais
1320163,Fielding avenue,avenue Saint-Ignatius ,avenue MacMahon ,68,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,14,Très mauvais,11.16,Très mauvais
1320164,Fielding avenue,avenue MacMahon ,avenue Doherty ,67,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,12,Très mauvais,9.57,Très mauvais
1320165,Fielding avenue,avenue Doherty ,avenue O'Bryan ,67,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,21,Très mauvais,6.37,Mauvais
1320166,Fielding avenue,avenue O'Bryan ,rue West Broadway ,74,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,69,Moyen,8.57,Très mauvais
1320167,Fielding avenue,rue West Broadway ,avenue Westmore ,83,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,21,Mauvais,7.66,Mauvais
1320168,Fielding avenue,avenue Westmore ,avenue Patricia ,80,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,17,Très mauvais,6.7,Mauvais
1320173,Harley avenue,avenue Elmhurst ,avenue Trenholme ,67,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,72,Bon,5.86,Moyen
1320174,Harley avenue,avenue Trenholme ,avenue Connaught ,84,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,89,Excellent,3.42,Bon
1320175,Harley avenue,avenue Connaught ,road Broughton ,56,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,71,Bon,3.6,Bon
1320176,King-Edward avenue,rue Sherbrooke Ouest ,avenue de Monkland ,160,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,69,Bon,3.78,Bon
1320177,King-Edward avenue,avenue de Monkland ,rue de Terrebonne ,279,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,66,Bon,3.51,Bon
1320178,King-Edward avenue,rue de Terrebonne ,avenue Somerled ,259,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,77,Bon,3.41,Bon
1320179,King-Edward avenue,avenue Somerled ,avenue Fielding ,325,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,17,Très mauvais,7.63,Mauvais
1320180,King-Edward avenue,avenue Fielding ,avenue de Chester ,325,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,17,Très mauvais,6.12,Mauvais
1320181,King-Edward avenue,avenue de Chester ,chemin de la Côte-Saint-Luc ,229,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,13,Très mauvais,8.3,Très mauvais
1320186,De Maisonneuve Ouest boulevard,boulevard Cavendish ,avenue Walkley ,138,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,44,Mauvais,3.86,Moyen
1320187,De Maisonneuve Ouest boulevard,avenue Walkley ,avenue Montclair ,82,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,52,Moyen,5.47,Moyen
1320188,De Maisonneuve Ouest boulevard,avenue Montclair ,rue Park Row Est ,81,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,61,Moyen,4.39,Moyen
1320189,De Maisonneuve Ouest boulevard,rue Park Row Est ,rue Park Row Ouest ,185,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,46,Mauvais,5.1,Moyen
1320190,De Maisonneuve Ouest boulevard,rue Park Row Ouest ,avenue Mariette ,82,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,42,Mauvais,5.55,Mauvais
1320191,De Maisonneuve Ouest boulevard,avenue Mariette ,avenue de Mayfair ,81,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,36,Mauvais,7.28,Très mauvais
1320192,De Maisonneuve Ouest boulevard,avenue de Mayfair ,rue West Broadway ,546,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,35,Mauvais,6.91,Mauvais
1320195,Mariette avenue,boulevard De Maisonneuve Ouest ,rue Sherbrooke Ouest ,311,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,37,Mauvais,4.45,Moyen
1320196,Mariette avenue,rue Sherbrooke Ouest ,avenue de Monkland ,84,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,32,Mauvais,5.96,Mauvais
1320197,Mariette avenue,avenue de Monkland ,rue de Terrebonne ,272,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,24,Mauvais,6.91,Mauvais
1320198,Mariette avenue,rue de Terrebonne ,avenue Somerled ,259,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,49,Moyen,4.27,Moyen
1320199,Mariette avenue,avenue Somerled ,avenue Fielding ,325,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,91,Excellent,3.23,Bon
1320200,Mariette avenue,avenue Fielding ,avenue de Chester ,325,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,28,Mauvais,4.94,Moyen
1320201,de Mayfair avenue,boulevard De Maisonneuve Ouest ,rue Sherbrooke Ouest ,310,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,90,Excellent,3.83,Bon
1320203,de Mayfair avenue,rue Sherbrooke Ouest ,avenue de Monkland ,45,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,22,Mauvais,7.91,Mauvais
1320204,de Mayfair avenue,avenue de Monkland ,rue de Terrebonne ,270,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,57,Moyen,3.84,Bon
1320205,de Mayfair avenue,rue de Terrebonne ,avenue Somerled ,259,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,50,Moyen,4.43,Moyen
1320206,de Mayfair avenue,avenue Somerled ,avenue Fielding ,323,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,26,Mauvais,6.1,Mauvais
1320207,de Mayfair avenue,avenue Fielding ,avenue de Chester ,328,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,49,Moyen,4.98,Moyen
1320208,MacMahon avenue,avenue MacMahon ,avenue Somerled ,141,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,54,Moyen,5.44,Moyen
1320209,MacMahon avenue,avenue Fielding ,avenue de Chester ,313,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,79,Bon,3.93,Bon
1320210,MacMahon avenue,avenue de Chester ,chemin de la Côte-Saint-Luc ,272,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,68,Bon,3.59,Bon
1320215,de Monkland avenue,avenue Walkley ,avenue Montclair ,88,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,28,Très mauvais,6.67,Mauvais
1320216,de Monkland avenue,avenue Montclair ,avenue King-Edward ,92,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,37,Mauvais,5.81,Mauvais
1320217,de Monkland avenue,avenue King-Edward ,avenue Rosedale ,89,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,43,Mauvais,3.97,Moyen
1320218,de Monkland avenue,avenue Rosedale ,avenue Mariette ,91,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,51,Moyen,4.13,Moyen
1320219,de Monkland avenue,avenue Mariette ,avenue de Mayfair ,89,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,38,Mauvais,6.5,Mauvais
1320220,de Monkland avenue,avenue de Mayfair ,avenue Coronation ,72,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,34,Mauvais,5.05,Moyen
1320221,Montclair avenue,boulevard De Maisonneuve Ouest ,rue Sherbrooke Ouest ,311,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,40,Mauvais,5.47,Moyen
1320222,Montclair avenue,rue Sherbrooke Ouest ,avenue de Monkland ,197,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,32,Mauvais,5.76,Moyen
1320223,Montclair avenue,avenue de Monkland ,rue de Terrebonne ,284,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,89,Excellent,3.65,Bon
1320226,Montclair avenue,rue de Terrebonne ,avenue Somerled ,258,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,30,Mauvais,4.83,Moyen
1320227,Montclair avenue,avenue Somerled ,avenue Fielding ,326,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,44,Moyen,3.76,Bon
1320228,Montclair avenue,avenue Fielding ,avenue de Chester ,325,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,53,Moyen,3.52,Bon
1320229,Montclair avenue,avenue de Chester ,chemin de la Côte-Saint-Luc ,220,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,43,Moyen,4.43,Moyen
1320230,de Sainte-Anne-de-Bellevue boulevard,rue Saint-Jacques ,rue Helen-Rochester ,80,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,46,Mauvais,5.12,Mauvais
1320233,de Sainte-Anne-de-Bellevue boulevard,rue Pullman ,boulevard de Sainte-Anne-De-Bellevue ,115,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,48,Mauvais,5.23,Mauvais
1320235,O'Bryan avenue,avenue O'Bryan ,avenue Somerled ,131,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,36,Mauvais,4.8,Moyen
1320236,O'Bryan avenue,avenue Somerled ,avenue Fielding ,311,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,47,Moyen,3.73,Bon
1320237,O'Bryan avenue,avenue Fielding ,avenue de Chester ,312,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,56,Moyen,5.31,Moyen
1320238,O'Bryan avenue,avenue de Chester ,chemin de la Côte-Saint-Luc ,268,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,58,Moyen,3.87,Bon
1320239,Park Row Est rue,boulevard De Maisonneuve Ouest ,rue Sherbrooke Ouest ,311,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,52,Moyen,4.14,Moyen
1320240,Park Row Ouest rue,boulevard De Maisonneuve Ouest ,rue Sherbrooke Ouest ,312,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,18,Très mauvais,7.41,Mauvais
1320241,Patricia avenue,rue Saint-Jacques ,avenue Harley ,218,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,45,Moyen,4.5,Moyen
1320242,Patricia avenue,rue Sherbrooke Ouest ,rue de Terrebonne ,209,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,15,Très mauvais,7.37,Mauvais
1320243,Patricia avenue,rue de Terrebonne ,avenue Somerled ,258,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,86,Excellent,3.98,Bon
1320244,Patricia avenue,avenue Somerled ,avenue Fielding ,326,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,18,Très mauvais,6.96,Mauvais
1320245,Patricia avenue,avenue Fielding ,avenue de Chester ,326,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,78,Bon,4.31,Moyen
1320246,Patricia avenue,avenue de Chester ,avenue Connaught ,134,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,15,Très mauvais,8.06,Très mauvais
1320247,Portland rue,avenue Trenholme ,avenue Connaught ,87,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,14,Très mauvais,9.3,Très mauvais
1320248,Prince-of-Wales avenue,avenue de Monkland ,rue Cassidy ,71,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,74,Bon,2.99,Bon
1320249,Prince-of-Wales avenue,rue Cassidy ,rue Duncan ,72,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,93,Excellent,3.68,Bon
1320250,Prince-of-Wales avenue,rue Duncan ,rue Starnes ,71,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,87,Excellent,3.7,Bon
1320251,Prince-of-Wales avenue,rue Starnes ,rue de Terrebonne ,69,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,82,Excellent,5.71,Moyen
1320252,Prince-of-Wales avenue,rue de Terrebonne ,avenue Somerled ,265,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,59,Moyen,3.8,Bon
1320253,Prince-of-Wales avenue,avenue Somerled ,avenue Fielding ,325,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,18,Très mauvais,7.52,Mauvais
1320254,Prince-of-Wales avenue,avenue Fielding ,avenue de Chester ,325,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,28,Mauvais,6.01,Mauvais
1320255,Prince-of-Wales avenue,avenue de Chester ,chemin de la Côte-Saint-Luc ,235,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,33,Mauvais,5.7,Moyen
1320269,Robert-Burns rue,rue Robert-Burns ,chemin Westover ,37,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,1,Très mauvais,7.44,Mauvais
1320270,Robert-Burns rue,chemin Westover ,chemin de la Côte-Saint-Luc ,89,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,27,Mauvais,6.57,Mauvais
1320271,Rosedale avenue,rue Sherbrooke Ouest ,avenue de Monkland ,121,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,53,Moyen,4.36,Moyen
1320272,Rosedale avenue,avenue de Monkland ,rue de Terrebonne ,277,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,50,Moyen,4.85,Moyen
1320273,Rosedale avenue,rue de Terrebonne ,avenue Somerled ,258,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,32,Mauvais,6.32,Mauvais
1320274,Rosedale avenue,avenue Somerled ,avenue Fielding ,326,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,40,Mauvais,4.52,Moyen
1320275,Rosedale avenue,avenue Fielding ,avenue de Chester ,325,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,51,Moyen,5.01,Moyen
1320276,Rosedale avenue,avenue de Chester ,chemin de la Côte-Saint-Luc ,263,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-19,32,Mauvais,5.5,Moyen
1320286,Sherbrooke Ouest rue,avenue Walkley ,avenue Montclair ,74,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,82,Bon,2.36,Bon
1320287,Sherbrooke Ouest rue,avenue Montclair ,avenue Montclair ,29,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,69,Moyen,3.49,Bon
1320288,Sherbrooke Ouest rue,avenue Montclair ,rue Park Row Est ,53,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-18,65,Moyen,3.11,Bon
1320289,Sherbrooke Ouest rue,rue Park Row Est ,avenue King-Edward ,46,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-18,76,Bon,2.14,Bon
1320290,Sherbrooke Ouest rue,avenue King-Edward ,avenue Rosedale ,98,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,52,Moyen,3.07,Bon
1320291,Sherbrooke Ouest rue,avenue Rosedale ,rue Park Row Ouest ,43,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,49,Mauvais,3.26,Bon
1320292,Sherbrooke Ouest rue,rue Park Row Ouest ,avenue Mariette ,58,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,55,Moyen,2.97,Bon
1320293,Sherbrooke Ouest rue,avenue Mariette ,avenue Mariette ,23,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-18,88,Excellent,4.35,Moyen
1320294,Sherbrooke Ouest rue,avenue Mariette ,avenue de Mayfair ,79,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-18,59,Moyen,3.11,Bon
1320296,de Monkland avenue,avenue Coronation ,rue Sherbrooke Ouest ,45,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,52,Moyen,6.39,Mauvais
